time_s,ego_throttle,ego_setpoint_speed,ego_brake,ego_speed,ego_accel_abs,lead_throttle,lead_setpoint_speed,lead_brake,lead_speed,lead_accel_abs,lead_dist
2.1100,0.0226,0.0000,0.0000,0.0001,0.0002,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
2.1200,0.0226,0.0000,0.0000,0.0001,0.0002,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
2.1300,0.0226,0.0000,0.0000,0.0001,0.0004,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
2.1400,0.0226,0.0000,0.0000,0.0000,0.0011,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
2.1500,0.0226,0.0000,0.0000,0.0000,0.0006,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
2.1600,0.0226,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
2.1700,0.0226,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
2.1800,0.0226,0.0000,0.0000,0.0001,0.0006,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
2.1900,0.0226,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
2.2000,0.0226,0.0000,0.0000,0.0001,0.0006,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
2.2100,0.0226,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
2.2200,0.0226,0.0000,0.0000,0.0000,0.0023,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
