time_s,throttle_lead,brake_lead,speed_lead,accel_x_lead,local_sp_lead,dist_to_prev_lead,desired_dist_lead,throttle_1,brake_1,speed_1,accel_x_1,local_sp_1,dist_to_prev_1,desired_dist_1,throttle_2,brake_2,speed_2,accel_x_2,local_sp_2,dist_to_prev_2,desired_dist_2,throttle_3,brake_3,speed_3,accel_x_3,local_sp_3,dist_to_prev_3,desired_dist_3
0.6700,0.7910,0.0000,2.8101,-0.1386,11.0000,0.0000,0.0000,0.0000,0.9298,0.0419,-0.0000,-9.6747,6.4205,10.5000,0.0000,1.0000,0.0419,-0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0419,-0.0000,0.0000,6.0000,10.5000
0.6800,0.7947,0.0000,2.8708,-0.0780,11.0000,0.0000,0.0000,0.0000,0.9115,0.0394,0.0000,-9.5379,6.4492,10.5000,0.0000,1.0000,0.0394,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0394,0.0000,0.0000,6.0000,10.5000
0.6900,0.8040,0.0000,2.9431,-0.1381,11.0000,0.0000,0.0000,0.0000,0.8911,0.0370,-0.0000,-9.3975,6.4786,10.5000,0.0000,1.0000,0.0370,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0370,0.0000,0.0000,6.0000,10.5000
0.7000,0.8081,0.0000,3.0024,-0.0814,11.0000,0.0000,0.0000,0.0000,0.8687,0.0348,-0.0000,-9.2540,6.5087,10.5000,0.0000,1.0000,0.0348,-0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0348,-0.0000,0.0000,6.0000,10.5000
0.7100,0.8174,0.0000,3.0737,-0.1362,11.0000,0.0000,0.0000,0.0000,0.8442,0.0326,0.0000,-9.1069,6.5394,10.5000,0.0000,1.0000,0.0326,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0326,0.0000,0.0000,6.0000,10.5000
0.7200,0.8213,0.0000,3.1329,-0.0872,11.0000,0.0000,0.0000,0.0000,0.8177,0.0305,0.0000,-8.9567,6.5707,10.5000,0.0000,1.0000,0.0306,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0306,0.0000,0.0000,6.0000,10.5000
0.7300,0.8301,0.0000,3.2042,-0.1342,11.0000,0.0000,0.0000,0.0000,0.7891,0.0286,-0.0000,-8.8031,6.6027,10.5000,0.0000,1.0000,0.0286,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0286,-0.0000,0.0000,6.0000,10.5000
0.7400,0.8334,0.0000,3.2646,-0.0977,11.0000,0.0000,0.0000,0.0000,0.7586,0.0268,-0.0000,-8.6465,6.6354,10.5000,0.0000,1.0000,0.0268,-0.0001,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0268,-0.0000,0.0000,6.0000,10.5000
0.7500,0.8412,0.0000,3.3337,-0.1270,11.0000,0.0000,0.0000,0.0000,0.7259,0.0250,-0.0000,-8.4863,6.6687,10.5000,0.0000,1.0000,0.0250,-0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0250,0.0000,0.0000,6.0000,10.5000
0.7600,0.8448,0.0000,3.3934,-0.1034,11.0000,0.0000,0.0000,0.0000,0.6911,0.0234,0.0000,-8.3230,6.7026,10.5000,0.0000,1.0000,0.0234,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0234,0.0000,0.0000,6.0000,10.5000
